id_venda,id_produto,nome_produto,quantidade,preco_unitario,data_venda
1249,102,Produto B,5,31.51,2024-11-09
1250,101,Produto A,10,64.37,2024-11-26
1251,101,Produto A,8,61.89,2024-11-17
1252,101,Produto A,7,57.25,2024-11-30
1253,102,Produto B,4,68.98,2024-11-11
1254,102,Produto B,5,92.87,2024-11-29
1255,102,Produto B,3,40.13,2024-11-25
1256,102,Produto B,3,8.05,2024-11-02
1257,104,Produto D,3,68.6,2024-11-21
1258,102,Produto B,8,24.76,2024-11-30
1259,105,Produto E,8,26.54,2024-11-25
1260,105,Produto E,8,17.42,2024-11-22
1261,101,Produto A,6,57.74,2024-11-14
1262,103,Produto C,9,57.76,2024-11-18
1263,102,Produto B,8,56.39,2024-11-10
1264,101,Produto A,4,98.74,2024-11-02
1265,105,Produto E,3,13.55,2024-11-01
1266,101,Produto A,10,9.48,2024-11-17
1267,103,Produto C,3,9.54,2024-11-18
1268,103,Produto C,1,54.36,2024-11-12
1269,105,Produto E,8,7.38,2024-11-08
1270,103,Produto C,6,16.17,2024-11-27
1271,102,Produto B,10,5.09,2024-11-18
1272,103,Produto C,8,56.82,2024-12-01
1273,103,Produto C,4,65.97,2024-11-29
1274,101,Produto A,6,70.88,2024-11-04
1275,103,Produto C,2,59.25,2024-11-24
1276,102,Produto B,8,61.49,2024-11-29
1277,103,Produto C,1,70.8,2024-11-23
1278,101,Produto A,1,50.29,2024-11-02
1279,105,Produto E,7,45.73,2024-11-19
1280,102,Produto B,6,69.84,2024-11-23
1281,104,Produto D,6,79.87,2024-11-12
1282,104,Produto D,5,90.18,2024-11-17
1283,102,Produto B,4,54.9,2024-11-15
1284,104,Produto D,3,18.32,2024-11-19
1285,105,Produto E,7,60.86,2024-11-28
1286,104,Produto D,2,16.77,2024-11-10
1287,105,Produto E,3,21.43,2024-11-22
1288,104,Produto D,10,57.18,2024-11-20
1289,105,Produto E,7,6.76,2024-11-10
1290,102,Produto B,8,41.25,2024-11-21
1291,103,Produto C,3,40.59,2024-11-30
1292,105,Produto E,5,51.9,2024-11-19
1293,101,Produto A,4,48.2,2024-11-12
1294,103,Produto C,10,80.64,2024-11-09
1295,101,Produto A,10,81.08,2024-11-17
1296,104,Produto D,4,82.26,2024-11-24
1297,104,Produto D,4,26.12,2024-11-09
1298,102,Produto B,9,77.94,2024-11-08
1299,102,Produto B,6,37.22,2024-11-25
1300,101,Produto A,3,45.15,2024-11-26
1301,101,Produto A,6,80.78,2024-11-04
1302,105,Produto E,6,43.49,2024-11-09
1303,102,Produto B,5,88.23,2024-11-25
1304,101,Produto A,2,56.32,2024-11-05
1305,103,Produto C,3,17.2,2024-11-05
1306,101,Produto A,1,56.27,2024-11-02
1307,105,Produto E,8,88.18,2024-11-18
1308,102,Produto B,10,6.68,2024-12-01
1309,104,Produto D,10,36.88,2024-11-13
1310,101,Produto A,6,31.53,2024-11-05
1311,103,Produto C,10,13.65,2024-11-18
1312,105,Produto E,5,76.67,2024-11-27
1313,102,Produto B,10,17.72,2024-11-13
1314,101,Produto A,6,55.49,2024-11-18
1315,101,Produto A,5,62.87,2024-11-08
1316,101,Produto A,9,85.3,2024-11-07
1317,102,Produto B,3,46.7,2024-11-23
1318,105,Produto E,7,50.56,2024-11-08
1319,103,Produto C,4,39.98,2024-11-15
1320,103,Produto C,1,70.8,2024-11-28
1321,105,Produto E,3,5.91,2024-11-30
1322,103,Produto C,3,92.09,2024-11-18
1323,101,Produto A,3,38.33,2024-11-11
1324,102,Produto B,2,10.9,2024-11-23
1325,103,Produto C,7,54.46,2024-11-16
1326,105,Produto E,6,82.74,2024-11-02
1327,105,Produto E,2,32.8,2024-11-11
1328,105,Produto E,5,59.92,2024-11-28
1329,102,Produto B,1,93.11,2024-11-17
1330,103,Produto C,6,64.26,2024-11-19
1331,103,Produto C,9,13.31,2024-11-04
1332,101,Produto A,6,43.04,2024-11-05
1333,101,Produto A,3,77.81,2024-11-22
1334,104,Produto D,6,84.87,2024-11-13
1335,101,Produto A,2,49.06,2024-12-01
1336,102,Produto B,9,14.8,2024-11-16
1337,103,Produto C,10,20.45,2024-11-26
1338,102,Produto B,2,76.01,2024-11-22
1339,104,Produto D,4,44.84,2024-11-13
1340,105,Produto E,7,49.18,2024-11-20
1341,101,Produto A,4,71.77,2024-11-21
1342,104,Produto D,9,13.82,2024-11-17
1343,102,Produto B,4,15.9,2024-11-24
1344,105,Produto E,5,63.23,2024-11-23
1345,103,Produto C,7,81.57,2024-11-02
1346,105,Produto E,7,77.22,2024-11-17
1347,105,Produto E,3,62.96,2024-11-11
1348,104,Produto D,8,61.53,2024-11-15
1349,101,Produto A,4,65.9,2024-12-01
1350,105,Produto E,6,97.79,2024-11-21
1351,105,Produto E,3,34.14,2024-11-15
1352,101,Produto A,6,6.81,2024-11-10
1353,103,Produto C,1,59.92,2024-11-03
1354,104,Produto D,8,56.6,2024-11-15
1355,105,Produto E,9,81.58,2024-11-29
1356,103,Produto C,4,75.1,2024-11-25
1357,101,Produto A,9,11.41,2024-11-12
1358,105,Produto E,3,35.68,2024-11-18
1359,103,Produto C,8,87.56,2024-11-11
1360,103,Produto C,10,44.84,2024-11-22
1361,102,Produto B,4,36.65,2024-11-29
1362,102,Produto B,3,24.78,2024-11-26
1363,102,Produto B,3,79.39,2024-11-23
1364,105,Produto E,3,99.88,2024-11-06
1365,104,Produto D,6,98.13,2024-11-26
1366,103,Produto C,9,63.54,2024-11-29
1367,103,Produto C,2,21.0,2024-11-09
1368,102,Produto B,8,36.96,2024-11-19
1369,105,Produto E,1,60.44,2024-11-07
1370,104,Produto D,3,14.61,2024-11-17
1371,105,Produto E,4,72.64,2024-11-11
1372,105,Produto E,1,23.17,2024-11-22
1373,102,Produto B,6,65.18,2024-11-14
1374,105,Produto E,8,81.31,2024-11-07
1375,102,Produto B,7,58.5,2024-11-28
1376,102,Produto B,3,20.71,2024-11-16
1377,105,Produto E,8,70.26,2024-11-01
1378,101,Produto A,2,21.43,2024-11-02
1379,105,Produto E,4,67.79,2024-11-05
1380,105,Produto E,4,15.06,2024-11-24
1381,101,Produto A,8,5.46,2024-11-15
1382,103,Produto C,8,66.31,2024-11-06
1383,103,Produto C,9,10.89,2024-11-20
1384,105,Produto E,6,52.76,2024-11-30
1385,102,Produto B,9,39.76,2024-11-23
1386,104,Produto D,1,41.77,2024-11-23
1387,102,Produto B,9,75.51,2024-11-30
1388,103,Produto C,10,31.62,2024-11-30
1389,104,Produto D,4,20.71,2024-11-14
1390,101,Produto A,9,74.31,2024-11-17
1391,102,Produto B,5,75.15,2024-11-22
1392,104,Produto D,10,28.07,2024-11-30
1393,103,Produto C,9,50.04,2024-11-24
1394,105,Produto E,9,66.18,2024-12-01
1395,103,Produto C,10,74.32,2024-11-30
1396,102,Produto B,8,44.21,2024-11-22
1397,104,Produto D,8,41.72,2024-11-16
1398,105,Produto E,6,80.65,2024-11-27
1399,105,Produto E,6,72.95,2024-11-30
1400,101,Produto A,9,89.44,2024-11-10
1401,105,Produto E,4,17.75,2024-11-14
1402,101,Produto A,5,90.14,2024-11-02
1403,102,Produto B,1,90.72,2024-11-02
1404,103,Produto C,4,68.7,2024-11-28
1405,104,Produto D,2,52.71,2024-12-01
1406,102,Produto B,6,11.89,2024-11-13
1407,102,Produto B,3,30.56,2024-11-08
1408,102,Produto B,9,14.97,2024-11-01
1409,104,Produto D,9,42.33,2024-11-05
1410,101,Produto A,10,92.21,2024-11-24
1411,103,Produto C,1,39.16,2024-11-13
1412,105,Produto E,7,84.83,2024-11-25
1413,104,Produto D,1,51.0,2024-11-13
1414,103,Produto C,7,22.25,2024-11-03
1415,105,Produto E,3,99.25,2024-11-14
1416,104,Produto D,6,46.14,2024-11-26
1417,101,Produto A,10,55.77,2024-11-28
1418,102,Produto B,2,77.37,2024-11-04
1419,105,Produto E,10,35.98,2024-11-27
1420,104,Produto D,5,34.18,2024-11-26
1421,103,Produto C,1,5.04,2024-11-27
1422,102,Produto B,8,55.35,2024-11-05
1423,103,Produto C,5,88.1,2024-11-11
1424,104,Produto D,7,67.55,2024-11-22
1425,103,Produto C,10,72.8,2024-11-17
1426,105,Produto E,5,97.43,2024-11-13
1427,104,Produto D,3,18.82,2024-11-05
1428,102,Produto B,3,28.97,2024-11-28
1429,101,Produto A,1,98.8,2024-11-14
1430,101,Produto A,5,91.16,2024-11-25
1431,103,Produto C,10,62.9,2024-11-04
1432,104,Produto D,3,86.44,2024-11-16
1433,101,Produto A,10,15.75,2024-11-04
1434,104,Produto D,10,12.83,2024-11-21
1435,104,Produto D,8,77.45,2024-11-16
1436,101,Produto A,8,7.58,2024-11-13
1437,105,Produto E,8,69.79,2024-11-09
1438,101,Produto A,8,62.04,2024-11-20
1439,104,Produto D,1,11.5,2024-11-02
1440,101,Produto A,8,79.6,2024-11-07
1441,104,Produto D,5,97.41,2024-11-15
1442,101,Produto A,2,47.95,2024-11-26
1443,103,Produto C,2,16.09,2024-11-26
1444,101,Produto A,3,64.78,2024-11-07
1445,104,Produto D,9,85.05,2024-11-09
1446,105,Produto E,7,99.56,2024-11-08
1447,105,Produto E,6,24.31,2024-11-17
1448,104,Produto D,5,54.68,2024-11-16
1449,103,Produto C,1,78.67,2024-11-06
1450,104,Produto D,5,60.77,2024-11-24
1451,103,Produto C,1,62.4,2024-11-24
1452,104,Produto D,8,46.86,2024-11-04
1453,102,Produto B,1,47.6,2024-11-10
1454,102,Produto B,4,58.29,2024-11-17
1455,103,Produto C,1,83.46,2024-11-29
1456,104,Produto D,7,72.28,2024-11-28
1457,101,Produto A,5,26.43,2024-11-20
1458,102,Produto B,4,82.17,2024-11-22
1459,103,Produto C,5,78.01,2024-11-20
1460,102,Produto B,2,54.98,2024-11-29
1461,104,Produto D,3,55.11,2024-12-01
1462,102,Produto B,7,91.51,2024-11-16
1463,102,Produto B,7,80.95,2024-11-06
1464,104,Produto D,4,29.51,2024-12-01
1465,101,Produto A,10,35.86,2024-11-28
1466,104,Produto D,3,43.81,2024-11-01
1467,102,Produto B,3,88.35,2024-11-08
1468,103,Produto C,2,56.97,2024-11-21
1469,101,Produto A,10,22.89,2024-11-18
1470,102,Produto B,2,6.83,2024-11-23
1471,104,Produto D,6,22.46,2024-11-29
1472,104,Produto D,7,65.46,2024-11-28
1473,103,Produto C,9,30.51,2024-11-14
1474,102,Produto B,4,37.73,2024-11-29
1475,104,Produto D,5,49.2,2024-11-15
1476,101,Produto A,7,54.84,2024-11-15
1477,103,Produto C,7,38.6,2024-11-14
1478,104,Produto D,7,49.01,2024-11-27
1479,104,Produto D,7,28.58,2024-11-09
1480,104,Produto D,3,30.85,2024-11-12
1481,104,Produto D,4,18.19,2024-11-21
1482,104,Produto D,10,70.17,2024-11-23
1483,102,Produto B,2,50.71,2024-11-18
1484,104,Produto D,9,71.61,2024-11-24
1485,102,Produto B,6,62.92,2024-11-20
1486,102,Produto B,8,64.75,2024-11-14
1487,105,Produto E,4,58.86,2024-11-28
1488,104,Produto D,10,68.83,2024-11-08
1489,102,Produto B,1,73.34,2024-11-27
1490,104,Produto D,3,32.9,2024-11-20
1491,101,Produto A,10,20.14,2024-11-25
1492,102,Produto B,2,63.81,2024-11-25
1493,103,Produto C,4,36.27,2024-11-18
1494,104,Produto D,7,67.13,2024-11-18
1495,102,Produto B,9,81.48,2024-11-05
1496,102,Produto B,1,64.08,2024-11-06
1497,103,Produto C,10,67.79,2024-11-22
1498,104,Produto D,5,78.9,2024-11-17
1499,105,Produto E,5,52.71,2024-11-04
1500,101,Produto A,4,12.25,2024-11-25
1501,102,Produto B,6,45.32,2024-11-10
1502,101,Produto A,5,98.93,2024-11-12
1503,105,Produto E,10,90.17,2024-11-13
1504,104,Produto D,2,36.83,2024-11-28
1505,102,Produto B,4,51.77,2024-12-01
1506,102,Produto B,7,30.96,2024-11-23
1507,101,Produto A,2,61.86,2024-11-03
1508,104,Produto D,2,25.41,2024-11-23
1509,101,Produto A,7,41.57,2024-11-03
1510,102,Produto B,5,8.05,2024-11-20
1511,104,Produto D,6,89.32,2024-11-09
1512,101,Produto A,2,30.96,2024-11-01
1513,102,Produto B,8,51.79,2024-11-28
1514,101,Produto A,4,53.29,2024-11-29
1515,102,Produto B,7,52.54,2024-11-13
1516,101,Produto A,1,93.51,2024-11-17
1517,102,Produto B,8,85.39,2024-11-02
1518,101,Produto A,3,91.53,2024-11-11
1519,101,Produto A,3,46.93,2024-11-08
1520,104,Produto D,10,14.18,2024-11-05
1521,103,Produto C,9,41.74,2024-11-13
1522,102,Produto B,5,81.71,2024-11-08
1523,101,Produto A,3,77.19,2024-11-08
1524,105,Produto E,10,60.64,2024-11-07
1525,102,Produto B,7,91.94,2024-11-10
1526,105,Produto E,2,93.26,2024-11-21
1527,105,Produto E,2,13.33,2024-11-02
1528,103,Produto C,1,64.55,2024-11-01
1529,102,Produto B,7,47.75,2024-11-28
1530,103,Produto C,4,31.44,2024-11-02
1531,102,Produto B,3,13.2,2024-11-10
1532,103,Produto C,5,13.05,2024-11-21
1533,101,Produto A,9,76.33,2024-11-24
1534,103,Produto C,7,83.61,2024-11-19
1535,101,Produto A,1,40.64,2024-11-01
1536,104,Produto D,9,5.17,2024-11-23
1537,104,Produto D,6,43.62,2024-11-01
1538,102,Produto B,5,63.0,2024-11-08
1539,102,Produto B,2,82.83,2024-11-11
1540,104,Produto D,3,24.84,2024-11-02
1541,105,Produto E,3,65.47,2024-11-26
1542,103,Produto C,4,20.14,2024-12-01
1543,103,Produto C,10,53.19,2024-11-23
1544,104,Produto D,8,99.79,2024-11-12
1545,102,Produto B,1,28.18,2024-11-24
1546,105,Produto E,4,21.69,2024-11-13
1547,101,Produto A,6,6.58,2024-12-01
1548,104,Produto D,6,95.53,2024-11-11
1549,101,Produto A,1,51.02,2024-11-27
1550,103,Produto C,10,7.46,2024-11-05
1551,103,Produto C,8,67.75,2024-11-20
1552,103,Produto C,8,55.08,2024-11-16
1553,105,Produto E,3,47.44,2024-11-06
1554,104,Produto D,5,74.45,2024-11-11
1555,103,Produto C,5,95.4,2024-11-23
1556,101,Produto A,8,57.24,2024-11-02
1557,101,Produto A,2,99.47,2024-11-05
1558,101,Produto A,2,29.33,2024-11-19
1559,101,Produto A,10,16.26,2024-11-26
1560,102,Produto B,9,56.39,2024-11-28
1561,102,Produto B,1,45.98,2024-12-01
1562,101,Produto A,9,53.99,2024-11-23
1563,103,Produto C,2,68.32,2024-11-14
1564,102,Produto B,1,99.3,2024-11-06
1565,102,Produto B,5,95.47,2024-11-28
1566,104,Produto D,4,45.11,2024-11-30
1567,104,Produto D,9,88.58,2024-11-22
1568,101,Produto A,1,72.92,2024-11-13
1569,103,Produto C,4,36.31,2024-11-29
1570,102,Produto B,6,81.66,2024-11-07
1571,101,Produto A,6,77.44,2024-11-16
1572,101,Produto A,1,58.6,2024-11-22
1573,104,Produto D,6,53.86,2024-11-05
1574,105,Produto E,2,35.35,2024-12-01
1575,102,Produto B,2,27.23,2024-11-26
1576,103,Produto C,5,57.66,2024-11-19
1577,103,Produto C,5,20.13,2024-12-01
1578,103,Produto C,9,99.18,2024-11-09
1579,105,Produto E,4,28.21,2024-11-09
1580,105,Produto E,10,30.13,2024-11-30
1581,103,Produto C,5,73.29,2024-11-02
1582,102,Produto B,10,55.39,2024-11-26
1583,105,Produto E,9,53.31,2024-11-03
1584,103,Produto C,10,42.38,2024-11-06
1585,101,Produto A,4,71.77,2024-11-22
1586,102,Produto B,5,25.28,2024-11-20
1587,103,Produto C,9,8.79,2024-12-01
1588,101,Produto A,10,11.82,2024-11-13
1589,103,Produto C,5,48.11,2024-11-11
1590,103,Produto C,2,76.38,2024-11-15
1591,105,Produto E,2,18.98,2024-11-24
1592,104,Produto D,5,91.21,2024-11-08
1593,102,Produto B,9,77.49,2024-11-13
1594,104,Produto D,1,37.98,2024-11-16
1595,101,Produto A,3,48.27,2024-11-30
1596,104,Produto D,7,26.01,2024-12-01
1597,105,Produto E,2,64.77,2024-11-07
1598,104,Produto D,7,46.27,2024-11-24
1599,105,Produto E,5,83.19,2024-11-10
1600,101,Produto A,8,29.92,2024-11-07
1601,105,Produto E,5,43.59,2024-11-30
1602,105,Produto E,4,6.22,2024-11-28
1603,104,Produto D,5,93.74,2024-11-02
1604,103,Produto C,5,21.43,2024-11-05
1605,103,Produto C,7,86.15,2024-11-27
1606,104,Produto D,7,63.89,2024-11-01
1607,102,Produto B,4,55.46,2024-11-08
1608,101,Produto A,3,77.13,2024-11-11
1609,102,Produto B,10,48.14,2024-11-23
1610,103,Produto C,9,61.49,2024-11-03
1611,101,Produto A,6,95.11,2024-11-19
1612,101,Produto A,4,49.4,2024-11-19
1613,102,Produto B,5,98.25,2024-11-12
1614,102,Produto B,10,40.75,2024-11-18
1615,105,Produto E,10,70.45,2024-11-13
1616,103,Produto C,4,47.85,2024-11-19
1617,105,Produto E,1,99.32,2024-11-12
1618,102,Produto B,2,11.31,2024-11-11
1619,104,Produto D,4,54.64,2024-11-06
1620,103,Produto C,2,27.59,2024-11-19
1621,104,Produto D,8,91.83,2024-11-07
1622,104,Produto D,4,18.25,2024-11-21
1623,101,Produto A,2,96.78,2024-11-04
1624,105,Produto E,5,47.72,2024-11-20
1625,102,Produto B,2,68.24,2024-11-05
1626,101,Produto A,3,93.15,2024-11-29
1627,101,Produto A,5,63.96,2024-11-19
1628,105,Produto E,2,30.1,2024-11-22
1629,102,Produto B,5,70.29,2024-11-18
1630,101,Produto A,7,69.11,2024-11-06
1631,103,Produto C,6,16.03,2024-11-16
1632,105,Produto E,2,59.74,2024-11-14
1633,105,Produto E,5,31.48,2024-11-02
1634,102,Produto B,1,42.76,2024-11-17
1635,101,Produto A,4,10.57,2024-11-01
1636,103,Produto C,1,34.59,2024-11-11
1637,105,Produto E,8,48.19,2024-11-21
1638,102,Produto B,5,36.14,2024-11-17
1639,104,Produto D,10,85.91,2024-11-06
1640,105,Produto E,6,79.9,2024-11-07
1641,103,Produto C,3,53.22,2024-11-10
1642,103,Produto C,3,87.81,2024-11-25
1643,103,Produto C,3,41.8,2024-11-20
1644,102,Produto B,1,46.76,2024-11-26
1645,101,Produto A,3,34.46,2024-11-11
1646,101,Produto A,2,49.76,2024-11-09
1647,101,Produto A,8,40.31,2024-12-01
1648,101,Produto A,6,16.38,2024-11-26
1649,101,Produto A,5,12.05,2024-11-17
1650,105,Produto E,7,69.51,2024-11-16
1651,102,Produto B,9,21.94,2024-11-17
1652,102,Produto B,9,57.03,2024-11-16
1653,102,Produto B,2,91.48,2024-11-29
1654,101,Produto A,6,14.4,2024-11-20
1655,103,Produto C,2,21.2,2024-11-12
1656,104,Produto D,10,84.94,2024-11-22
1657,103,Produto C,1,52.52,2024-11-12
1658,102,Produto B,6,62.83,2024-11-03
1659,104,Produto D,5,34.24,2024-11-29
1660,104,Produto D,7,78.31,2024-11-20
1661,104,Produto D,8,15.12,2024-11-28
1662,104,Produto D,5,7.03,2024-11-21
1663,103,Produto C,5,93.9,2024-11-28
1664,102,Produto B,3,31.47,2024-11-21
1665,104,Produto D,1,27.43,2024-11-29
1666,105,Produto E,8,39.2,2024-11-27
1667,103,Produto C,5,53.34,2024-11-10
1668,101,Produto A,10,46.02,2024-11-07
1669,104,Produto D,10,88.94,2024-11-23
1670,103,Produto C,4,79.37,2024-11-20
1671,103,Produto C,5,22.53,2024-11-15
1672,104,Produto D,1,74.19,2024-11-17
1673,104,Produto D,5,21.25,2024-11-16
1674,101,Produto A,2,13.82,2024-11-23
1675,103,Produto C,10,79.43,2024-11-11
1676,101,Produto A,5,71.77,2024-11-29
1677,103,Produto C,7,56.63,2024-11-18
1678,102,Produto B,2,74.03,2024-11-27
1679,101,Produto A,5,65.66,2024-11-23
1680,104,Produto D,7,67.13,2024-11-07
1681,102,Produto B,7,85.51,2024-11-18
1682,103,Produto C,3,25.76,2024-11-25
1683,103,Produto C,6,21.83,2024-11-13
1684,102,Produto B,2,65.83,2024-11-11
1685,104,Produto D,4,93.31,2024-11-15
1686,103,Produto C,9,38.47,2024-11-22
1687,101,Produto A,2,99.86,2024-11-28
1688,102,Produto B,5,89.64,2024-11-29
1689,104,Produto D,10,31.64,2024-11-28
1690,103,Produto C,7,64.71,2024-11-18
1691,104,Produto D,6,13.22,2024-11-22
1692,105,Produto E,8,20.01,2024-11-22
1693,102,Produto B,2,11.25,2024-11-05
1694,104,Produto D,10,69.6,2024-11-01
1695,105,Produto E,4,39.66,2024-11-10
1696,104,Produto D,5,7.38,2024-11-24
1697,105,Produto E,6,28.6,2024-11-06
1698,103,Produto C,1,23.16,2024-11-21
1699,105,Produto E,3,12.03,2024-11-14
1700,103,Produto C,2,68.12,2024-11-13
1701,102,Produto B,7,51.43,2024-11-13
1702,105,Produto E,1,15.82,2024-11-12
1703,102,Produto B,7,65.28,2024-11-03
1704,103,Produto C,1,7.78,2024-11-08
1705,103,Produto C,2,68.52,2024-11-27
1706,102,Produto B,1,50.4,2024-11-04
1707,101,Produto A,8,77.34,2024-11-29
1708,104,Produto D,5,84.08,2024-11-13
1709,103,Produto C,3,11.39,2024-11-07
1710,104,Produto D,1,29.76,2024-11-08
1711,101,Produto A,9,97.14,2024-11-16
1712,104,Produto D,7,72.1,2024-11-25
1713,105,Produto E,2,36.68,2024-11-05
1714,105,Produto E,4,71.48,2024-11-02
1715,101,Produto A,7,6.2,2024-11-10
1716,102,Produto B,7,22.26,2024-11-01
1717,105,Produto E,10,96.73,2024-11-08
1718,105,Produto E,3,78.96,2024-11-02
1719,104,Produto D,1,15.34,2024-11-11
1720,101,Produto A,2,17.3,2024-12-01
1721,101,Produto A,2,89.91,2024-11-01
1722,103,Produto C,2,98.77,2024-11-05
1723,102,Produto B,4,49.21,2024-11-09
1724,101,Produto A,3,87.78,2024-11-02
1725,104,Produto D,1,77.13,2024-11-03
1726,101,Produto A,1,59.29,2024-11-17
1727,103,Produto C,8,88.35,2024-11-20
1728,104,Produto D,1,72.77,2024-12-01
1729,105,Produto E,10,41.44,2024-11-22
1730,103,Produto C,3,87.72,2024-11-09
1731,101,Produto A,8,12.88,2024-11-18
1732,103,Produto C,9,39.17,2024-11-16
1733,102,Produto B,5,46.61,2024-11-10
1734,103,Produto C,6,52.14,2024-11-14
1735,102,Produto B,9,28.88,2024-11-30
1736,101,Produto A,6,76.05,2024-11-19
1737,105,Produto E,6,32.47,2024-11-01
1738,103,Produto C,10,51.55,2024-11-26
1739,103,Produto C,5,76.02,2024-11-10
1740,103,Produto C,4,90.13,2024-11-10
1741,105,Produto E,8,61.12,2024-11-18
1742,105,Produto E,8,63.63,2024-11-07
1743,101,Produto A,1,44.83,2024-11-19
1744,101,Produto A,2,48.53,2024-11-16
1745,102,Produto B,10,14.63,2024-11-14
1746,103,Produto C,6,23.47,2024-11-25
1747,105,Produto E,7,66.17,2024-11-15
1748,105,Produto E,5,28.84,2024-11-08
1749,105,Produto E,6,64.87,2024-11-11
1750,102,Produto B,5,72.7,2024-11-08
1751,104,Produto D,9,34.08,2024-11-20
1752,103,Produto C,6,83.9,2024-11-29
1753,103,Produto C,10,97.97,2024-11-29
1754,103,Produto C,10,9.33,2024-11-06
1755,104,Produto D,5,59.12,2024-11-15
1756,101,Produto A,5,90.55,2024-11-23
1757,105,Produto E,3,73.63,2024-11-19
1758,103,Produto C,10,47.99,2024-11-15
1759,102,Produto B,1,56.21,2024-11-03
1760,101,Produto A,9,65.88,2024-12-01
1761,104,Produto D,10,77.25,2024-11-11
1762,105,Produto E,3,91.39,2024-11-10
1763,101,Produto A,4,99.07,2024-11-08
1764,101,Produto A,3,14.54,2024-11-03
1765,101,Produto A,1,37.08,2024-11-05
1766,102,Produto B,1,66.71,2024-11-10
1767,101,Produto A,1,71.16,2024-12-01
1768,103,Produto C,5,96.36,2024-11-11
1769,101,Produto A,3,95.53,2024-11-29
1770,105,Produto E,9,8.82,2024-11-20
1771,105,Produto E,8,60.23,2024-11-11
1772,105,Produto E,3,45.41,2024-11-10
1773,104,Produto D,4,21.29,2024-11-21
1774,105,Produto E,8,93.78,2024-11-17
1775,105,Produto E,5,41.1,2024-11-03
1776,105,Produto E,3,90.18,2024-11-24
1777,105,Produto E,8,73.2,2024-11-28
1778,104,Produto D,1,30.95,2024-11-22
1779,105,Produto E,6,35.89,2024-11-02
1780,102,Produto B,4,85.59,2024-11-04
1781,104,Produto D,4,52.6,2024-12-01
1782,104,Produto D,10,63.12,2024-11-22
1783,103,Produto C,3,48.71,2024-11-29
1784,103,Produto C,6,58.26,2024-11-09
1785,104,Produto D,7,77.78,2024-11-28
1786,105,Produto E,6,17.28,2024-11-24
1787,105,Produto E,1,61.32,2024-11-16
1788,102,Produto B,3,69.06,2024-11-02
1789,104,Produto D,7,16.75,2024-11-10
1790,105,Produto E,9,54.57,2024-11-26
1791,104,Produto D,10,44.22,2024-11-09
1792,104,Produto D,6,14.59,2024-11-30
1793,102,Produto B,8,77.22,2024-11-20
1794,103,Produto C,8,77.39,2024-11-12
1795,103,Produto C,2,92.95,2024-11-14
1796,102,Produto B,1,19.53,2024-11-16
1797,105,Produto E,9,49.53,2024-11-18
1798,101,Produto A,3,19.23,2024-11-27
1799,103,Produto C,9,82.73,2024-11-12
1800,103,Produto C,3,73.29,2024-11-30
1801,101,Produto A,5,6.38,2024-11-30
1802,105,Produto E,1,35.43,2024-11-24
1803,103,Produto C,8,92.7,2024-11-09
1804,104,Produto D,4,47.47,2024-11-27
1805,105,Produto E,8,65.68,2024-11-12
1806,105,Produto E,2,27.2,2024-11-16
1807,103,Produto C,6,62.5,2024-11-14
1808,102,Produto B,4,21.55,2024-11-05
1809,103,Produto C,4,78.68,2024-11-21
1810,102,Produto B,3,37.47,2024-11-05
1811,101,Produto A,10,52.81,2024-11-16
1812,102,Produto B,10,65.9,2024-11-08
1813,103,Produto C,7,93.48,2024-11-13
1814,105,Produto E,2,30.27,2024-11-28
1815,104,Produto D,2,39.27,2024-11-11
1816,102,Produto B,1,33.52,2024-11-02
1817,105,Produto E,6,17.82,2024-11-16
1818,104,Produto D,1,47.39,2024-11-29
1819,102,Produto B,5,95.05,2024-11-13
1820,101,Produto A,3,30.33,2024-11-12
1821,105,Produto E,7,61.02,2024-11-06
1822,105,Produto E,2,34.84,2024-11-10
1823,104,Produto D,6,60.11,2024-11-14
1824,101,Produto A,7,50.35,2024-11-03
1825,104,Produto D,2,76.57,2024-11-15
1826,102,Produto B,5,18.99,2024-11-13
1827,101,Produto A,8,26.76,2024-11-21
1828,102,Produto B,7,51.07,2024-11-13
1829,104,Produto D,10,7.77,2024-11-03
1830,102,Produto B,1,69.62,2024-12-01
1831,105,Produto E,3,16.78,2024-11-24
1832,105,Produto E,3,47.24,2024-11-25
1833,103,Produto C,7,56.87,2024-11-08
1834,103,Produto C,1,33.28,2024-11-08
1835,104,Produto D,1,25.16,2024-11-12
1836,101,Produto A,6,49.59,2024-11-20
1837,103,Produto C,10,75.31,2024-11-19
1838,102,Produto B,1,62.71,2024-11-23
1839,105,Produto E,7,76.42,2024-11-20
1840,104,Produto D,4,29.88,2024-11-23
1841,102,Produto B,3,43.71,2024-11-05
1842,105,Produto E,5,84.57,2024-11-13
1843,104,Produto D,10,87.69,2024-11-25
1844,102,Produto B,3,48.06,2024-11-06
1845,104,Produto D,4,23.91,2024-11-03
1846,101,Produto A,3,73.39,2024-11-28
1847,104,Produto D,5,42.91,2024-11-23
1848,102,Produto B,9,66.93,2024-11-07
1849,104,Produto D,2,73.85,2024-11-22
1850,101,Produto A,9,39.24,2024-11-27
1851,102,Produto B,10,42.36,2024-12-01
1852,103,Produto C,2,36.25,2024-11-27
1853,101,Produto A,8,44.81,2024-11-17
1854,104,Produto D,6,47.4,2024-11-17
1855,101,Produto A,8,96.95,2024-12-01
