Produto,Quantidade,Preço Unitário,Total,Linha de Produto,Tipo de Cliente,Gênero,Cidade
Açúcar,8,19.25167845518635,154.0134276414908,Higiene,VIP,Feminino,Rio de Janeiro
Sal,5,,81.7220306171649,Bebidas,VIP,Masculino,Rio de Janeiro
Arroz,,32.72560642455881,65.45121284911762,Alimentos,VIP,Feminino,Rio de Janeiro
Fruta,1,21.09436565681075,21.09436565681075,Higiene,VIP,Feminino,Curitiba
Pão,2,21.373066712694342,42.746133425388685,Higiene,VIP,Feminino,Belo Horizonte
Fruta,8,,156.03560640989443,Limpeza,Novo,Feminino,Rio de Janeiro
,6,49.349627878991555,296.09776727394933,Higiene,Regular,Outro,Belo Horizonte
,9,,379.66120453003776,Bebidas,Regular,Outro,Rio de Janeiro
Legumes,5,30.32682456536088,151.6341228268044,Higiene,VIP,Outro,Belo Horizonte
Macarrão,7,29.1279076160613,203.8953533124291,Bebidas,Regular,Feminino,Porto Alegre
Sal,6,,81.71567644060102,Higiene,VIP,Outro,Curitiba
Pão,2,49.144551666665954,98.28910333333191,Higiene,Novo,Outro,Rio de Janeiro
Feijão,2,37.2465956503935,74.493191300787,Limpeza,Novo,Masculino,Curitiba
Arroz,3,7.29739393728823,21.89218181186469,Higiene,Regular,Outro,Porto Alegre
Fruta,4,34.30785904335977,137.23143617343908,Alimentos,Novo,Feminino,Rio de Janeiro
,4,37.83787219453199,151.35148877812796,Higiene,Novo,Masculino,Belo Horizonte
,9,43.37052693891292,390.33474245021625,Limpeza,Regular,Masculino,Curitiba
Açúcar,2,26.60451680577971,53.20903361155942,Bebidas,VIP,Outro,São Paulo
,3,,52.45546567861321,Bebidas,VIP,Masculino,Belo Horizonte
Sal,,34.24098003987268,68.48196007974536,Alimentos,Novo,Feminino,São Paulo
,7,,264.02992364180795,Alimentos,Regular,Outro,Rio de Janeiro
Fruta,1,,44.628396882240224,Bebidas,Novo,Masculino,Belo Horizonte
Óleo,1,,9.346445659785704,Limpeza,VIP,Feminino,Rio de Janeiro
Legumes,4,8.227241176839073,32.90896470735629,Alimentos,Regular,Outro,Belo Horizonte
,,,45.4922325534242,Alimentos,VIP,Feminino,São Paulo
Feijão,,,227.05972547736692,Alimentos,VIP,Outro,São Paulo
Sal,2,14.315272617042323,28.630545234084646,Limpeza,VIP,Feminino,Curitiba
Sal,5,23.79822055145519,118.99110275727595,Higiene,Novo,Feminino,Belo Horizonte
,4,46.9481630335752,187.7926521343008,Limpeza,VIP,Masculino,Rio de Janeiro
Arroz,2,31.65994770344409,63.31989540688818,Alimentos,Novo,Masculino,São Paulo
Açúcar,4,6.58948877459417,26.35795509837668,Limpeza,VIP,Masculino,Belo Horizonte
Óleo,,44.240389999023215,88.48077999804643,Alimentos,Regular,Outro,Rio de Janeiro
Fruta,9,6.709811516179833,60.3883036456185,Limpeza,VIP,Outro,Rio de Janeiro
Leite,,17.73972609891029,53.21917829673087,Alimentos,Regular,Outro,Porto Alegre
Pão,7,37.33822087780267,261.3675461446187,Higiene,Novo,Feminino,Belo Horizonte
Sal,4,9.169471796384288,36.67788718553715,Alimentos,VIP,Masculino,São Paulo
Macarrão,2,,55.8411240085471,Limpeza,Regular,Outro,Rio de Janeiro
Legumes,9,30.34874594516557,273.13871350649015,Limpeza,Regular,Masculino,Belo Horizonte
Óleo,7,35.329802863016255,247.30862004111378,Limpeza,Regular,Feminino,Belo Horizonte
Leite,9,,11.893060097866272,Higiene,Regular,Outro,Rio de Janeiro
Sal,5,29.323637658723317,146.61818829361658,Higiene,Regular,Outro,Curitiba
,4,32.911716866232,131.646867464928,Alimentos,VIP,Outro,Curitiba
,7,46.1548482477623,323.08393773433613,Higiene,Regular,Feminino,Curitiba
Legumes,6,27.967773670851138,167.80664202510684,Alimentos,VIP,Feminino,Rio de Janeiro
Macarrão,6,18.889942461211454,113.33965476726873,Alimentos,Novo,Feminino,Belo Horizonte
Açúcar,,15.588645920056209,31.177291840112417,Higiene,Regular,Outro,Porto Alegre
,2,30.193009963178323,60.386019926356646,Higiene,VIP,Outro,São Paulo
,9,24.231813155115972,218.08631839604374,Higiene,Regular,Outro,São Paulo
Feijão,9,38.679973875155596,348.1197648764004,Alimentos,VIP,Masculino,Curitiba
Açúcar,8,11.239683160041693,89.91746528033354,Bebidas,Novo,Outro,Curitiba
Feijão,4,21.724555062432202,86.89822024972881,Higiene,Regular,Masculino,Rio de Janeiro
Leite,2,,25.63757991583278,Bebidas,VIP,Feminino,Porto Alegre
Legumes,4,35.08483428103061,140.33933712412244,Bebidas,Novo,Outro,Belo Horizonte
,9,24.549599502866194,220.94639552579574,Alimentos,Regular,Feminino,Belo Horizonte
Sal,6,47.47247868732996,284.8348721239798,Limpeza,Novo,Outro,Belo Horizonte
Legumes,5,,47.5111494709676,Bebidas,Regular,Masculino,Rio de Janeiro
Feijão,5,1.7007278940741797,8.5036394703709,Alimentos,VIP,Feminino,Curitiba
,3,,109.3610402398029,Alimentos,Novo,Outro,Rio de Janeiro
,4,,119.14912967692234,Bebidas,Novo,Outro,Belo Horizonte
Sal,2,44.1582716210792,88.3165432421584,Bebidas,VIP,Masculino,São Paulo
Leite,,27.67857242706315,83.03571728118945,Bebidas,Regular,Outro,Curitiba
Sal,8,29.146730624693383,233.17384499754706,Higiene,Novo,Outro,Belo Horizonte
Feijão,,29.52566716614049,147.62833583070244,Higiene,Regular,Masculino,São Paulo
Arroz,3,39.4606801650199,118.3820404950597,Alimentos,Regular,Masculino,Porto Alegre
Fruta,4,9.26762701656056,37.07050806624224,Higiene,Novo,Feminino,São Paulo
,6,39.07338680751386,234.4403208450832,Bebidas,Regular,Masculino,São Paulo
Legumes,8,39.6508576313515,317.206861050812,Bebidas,Novo,Masculino,Rio de Janeiro
,2,26.192794477501778,52.385588955003556,Alimentos,VIP,Outro,São Paulo
,8,16.359292875286847,130.87434300229478,Limpeza,VIP,Outro,Curitiba
Fruta,,44.823872372521876,224.11936186260937,Alimentos,Novo,Masculino,Porto Alegre
Óleo,7,22.54307858417006,157.8015500891904,Alimentos,Regular,Feminino,Curitiba
,1,36.894871152071275,36.894871152071275,Bebidas,Novo,Masculino,Curitiba
Feijão,9,,314.73843783267665,Bebidas,VIP,Masculino,São Paulo
Legumes,1,10.340557431673576,10.340557431673576,Bebidas,Novo,Feminino,São Paulo
Açúcar,,17.250169898325268,51.750509694975804,Bebidas,Regular,Outro,São Paulo
Pão,1,49.90729134334509,49.90729134334509,Alimentos,VIP,Outro,Curitiba
,,,32.49150843519558,Limpeza,VIP,Masculino,Curitiba
Sal,,29.03819003639287,145.19095018196435,Limpeza,VIP,Outro,São Paulo
,8,24.79497883433232,198.35983067465855,Bebidas,VIP,Masculino,São Paulo
Açúcar,7,44.307001350354994,310.14900945248496,Higiene,Novo,Masculino,Porto Alegre
Pão,7,13.727941670808919,96.09559169566243,Higiene,VIP,Masculino,São Paulo
Açúcar,2,7.4108002414429395,14.821600482885879,Alimentos,Novo,Outro,São Paulo
Sal,4,38.64942551404686,154.59770205618744,Higiene,Regular,Masculino,Curitiba
Feijão,,49.088824259195334,343.6217698143673,Bebidas,Regular,Feminino,São Paulo
,8,,158.2354897201275,Alimentos,Novo,Feminino,Belo Horizonte
Legumes,3,15.567193048897098,46.701579146691294,Bebidas,VIP,Masculino,São Paulo
Açúcar,,49.68367554615519,149.05102663846557,Bebidas,Regular,Masculino,Porto Alegre
Leite,3,8.357234319651333,25.071702958954,Bebidas,VIP,Feminino,Belo Horizonte
Fruta,6,3.2967674757718477,19.780604854631086,Alimentos,Regular,Masculino,São Paulo
,9,12.11852226483032,109.06670038347288,Higiene,Novo,Masculino,Curitiba
Óleo,8,35.33588163367696,282.6870530694157,Bebidas,Regular,Feminino,São Paulo
Sal,6,22.753352813287346,136.52011687972407,Bebidas,Regular,Outro,Rio de Janeiro
Pão,2,28.485114360194125,56.97022872038825,Limpeza,Regular,Outro,Belo Horizonte
Óleo,2,29.06856408664539,58.13712817329078,Alimentos,Novo,Feminino,Rio de Janeiro
Arroz,3,46.783366879908,140.35010063972402,Limpeza,VIP,Masculino,Curitiba
Arroz,4,,161.09610836428337,Bebidas,Regular,Feminino,Belo Horizonte
,6,13.525048833586796,81.15029300152078,Limpeza,Novo,Masculino,São Paulo
Sal,,22.116083031884,132.696498191304,Alimentos,Novo,Masculino,São Paulo
Leite,9,39.88144851072838,358.93303659655544,Alimentos,Novo,Feminino,Curitiba
Sal,4,,166.21984119802937,Alimentos,Novo,Masculino,Rio de Janeiro
,,14.590199267460042,116.72159413968033,Alimentos,VIP,Masculino,São Paulo
Pão,,15.005318650802096,90.03191190481257,Limpeza,Novo,Outro,Curitiba
Macarrão,9,22.77489797215219,204.9740817493697,Limpeza,Novo,Feminino,Belo Horizonte
Legumes,8,8.23040040054105,65.8432032043284,Alimentos,Regular,Outro,Belo Horizonte
Fruta,9,,90.0681825851149,Alimentos,Regular,Masculino,São Paulo
Açúcar,7,35.56403315644626,248.94823209512379,Limpeza,Regular,Feminino,Rio de Janeiro
,8,21.197396964840404,169.57917571872323,Bebidas,Regular,Feminino,Curitiba
,6,15.229671944119781,91.37803166471869,Bebidas,Regular,Outro,Porto Alegre
Fruta,2,23.82848227385876,47.65696454771752,Higiene,Regular,Masculino,Porto Alegre
Óleo,2,11.087822544183348,22.175645088366696,Bebidas,Novo,Outro,Rio de Janeiro
Açúcar,,,120.74868460257075,Limpeza,Regular,Masculino,Porto Alegre
Legumes,3,,23.577985707695547,Limpeza,Regular,Masculino,Rio de Janeiro
Feijão,2,22.563028651917886,45.12605730383577,Bebidas,Regular,Masculino,Curitiba
Feijão,6,38.45967088141668,230.75802528850005,Alimentos,VIP,Outro,Curitiba
,,14.568774906485867,58.27509962594347,Higiene,Novo,Feminino,Rio de Janeiro
Macarrão,4,3.9304376209271767,15.721750483708707,Limpeza,Novo,Feminino,Porto Alegre
Legumes,3,9.802832304909417,29.408496914728254,Bebidas,Regular,Masculino,Belo Horizonte
Arroz,,39.5037327178573,39.5037327178573,Alimentos,VIP,Outro,Belo Horizonte
Feijão,4,,101.69820607971765,Bebidas,Novo,Masculino,Rio de Janeiro
Sal,5,23.035228073789185,115.17614036894592,Higiene,Novo,Outro,Curitiba
,,14.624257549842836,102.36980284889985,Alimentos,VIP,Feminino,Curitiba
,1,3.4249348238628117,3.4249348238628117,Alimentos,VIP,Feminino,Porto Alegre
,9,31.221205895692798,280.99085306123516,Bebidas,Novo,Masculino,Rio de Janeiro
Leite,8,32.83719136484105,262.6975309187284,Alimentos,Regular,Masculino,Rio de Janeiro
Leite,7,3.892032631735974,27.24422842215182,Alimentos,VIP,Outro,Porto Alegre
Legumes,5,37.38362721572786,186.91813607863932,Alimentos,Regular,Feminino,Belo Horizonte
Açúcar,7,28.183553538732053,197.28487477112438,Alimentos,VIP,Outro,Belo Horizonte
Óleo,1,,15.182081497929858,Higiene,Novo,Masculino,Porto Alegre
Sal,,27.27781959853473,81.83345879560419,Limpeza,Novo,Masculino,Curitiba
Legumes,4,17.65880880433632,70.63523521734528,Higiene,Regular,Masculino,Rio de Janeiro
Legumes,3,,105.49398661966364,Alimentos,Novo,Outro,Curitiba
,,21.168481745491544,148.17937221844082,Limpeza,Novo,Masculino,São Paulo
Pão,8,,17.444868911058226,Bebidas,Regular,Feminino,São Paulo
Açúcar,5,31.42700150119412,157.1350075059706,Higiene,Regular,Masculino,Belo Horizonte
,4,36.18109514799095,144.7243805919638,Higiene,Novo,Masculino,Porto Alegre
Pão,4,4.576365493223907,18.30546197289563,Higiene,Regular,Masculino,São Paulo
Legumes,3,17.886405406851516,53.65921622055455,Bebidas,VIP,Outro,Rio de Janeiro
Pão,9,2.1979276024785133,19.78134842230662,Bebidas,Novo,Outro,Curitiba
Leite,,35.87740797080231,322.8966717372208,Bebidas,Regular,Masculino,Porto Alegre
,,17.143067210066533,154.2876048905988,Alimentos,Novo,Masculino,Curitiba
,2,,98.69200580538308,Bebidas,VIP,Masculino,Porto Alegre
Óleo,1,2.553358091806224,2.553358091806224,Bebidas,Novo,Feminino,São Paulo
Açúcar,1,39.779890758137554,39.779890758137554,Alimentos,VIP,Outro,Curitiba
Macarrão,5,28.59068928203116,142.9534464101558,Alimentos,VIP,Feminino,Curitiba
Feijão,,,168.49461706257256,Bebidas,Regular,Masculino,Rio de Janeiro
Fruta,,43.450973409372914,304.1568138656104,Alimentos,Regular,Feminino,Rio de Janeiro
Sal,2,,90.74918618260327,Alimentos,Regular,Feminino,Porto Alegre
Sal,4,21.71122671947369,86.84490687789476,Limpeza,VIP,Feminino,Curitiba
Leite,2,23.06621999447303,46.13243998894606,Alimentos,Novo,Feminino,Rio de Janeiro
Feijão,1,,31.314209692274616,Alimentos,VIP,Outro,Porto Alegre
Legumes,2,3.743784433963747,7.487568867927494,Bebidas,Novo,Masculino,Belo Horizonte
Sal,8,39.57867589252357,316.62940714018856,Limpeza,VIP,Outro,Rio de Janeiro
Leite,7,16.422715562818507,114.95900893972954,Limpeza,VIP,Masculino,Belo Horizonte
Leite,,,231.22114279658712,Bebidas,VIP,Masculino,Rio de Janeiro
Arroz,,,146.06487713061333,Alimentos,Novo,Feminino,Belo Horizonte
Fruta,3,42.68639350745561,128.05918052236683,Higiene,Novo,Outro,Curitiba
Fruta,,7.729297895485222,30.917191581940887,Bebidas,Novo,Outro,Porto Alegre
Feijão,3,26.292412033216504,78.87723609964951,Alimentos,Regular,Masculino,Curitiba
Legumes,7,,268.39898091788586,Bebidas,Regular,Outro,Belo Horizonte
Óleo,4,9.293461632933436,37.173846531733744,Higiene,Regular,Outro,São Paulo
Óleo,4,1.6360151619356222,6.544060647742489,Alimentos,Novo,Feminino,São Paulo
Arroz,6,10.353274423662844,62.11964654197706,Higiene,Novo,Outro,Belo Horizonte
Açúcar,2,40.68446981591084,81.36893963182168,Limpeza,VIP,Feminino,Curitiba
Macarrão,7,41.30838857087864,289.15871999615047,Bebidas,VIP,Feminino,Belo Horizonte
Óleo,,17.632937253664963,141.0634980293197,Limpeza,VIP,Masculino,Rio de Janeiro
Óleo,3,26.22435183958216,78.67305551874648,Alimentos,Regular,Masculino,São Paulo
Legumes,6,20.178988311603195,121.07392986961918,Bebidas,Novo,Outro,São Paulo
Legumes,6,30.618143580268228,183.70886148160938,Alimentos,VIP,Masculino,São Paulo
,,46.04929215967533,368.39433727740266,Limpeza,Regular,Outro,Curitiba
Macarrão,7,31.861219108325354,223.0285337582775,Limpeza,Regular,Feminino,Rio de Janeiro
,3,35.6744829359384,107.0234488078152,Bebidas,Regular,Masculino,Belo Horizonte
Feijão,,,216.74995735888626,Limpeza,Novo,Masculino,Rio de Janeiro
,3,45.728375636158454,137.18512690847535,Higiene,VIP,Outro,Rio de Janeiro
Feijão,9,44.90561235605861,404.1505112045275,Higiene,Regular,Feminino,São Paulo
Leite,,1.067908120609386,6.407448723656316,Alimentos,Regular,Feminino,Curitiba
Açúcar,7,11.36727490084744,79.57092430593208,Limpeza,VIP,Masculino,Belo Horizonte
Óleo,6,21.118485508165165,126.71091304899099,Bebidas,Regular,Outro,Rio de Janeiro
Macarrão,2,32.1321663625546,64.2643327251092,Limpeza,Novo,Masculino,São Paulo
Pão,5,18.081586191288224,90.40793095644112,Alimentos,VIP,Feminino,Belo Horizonte
,9,11.347925240359023,102.1313271632312,Bebidas,VIP,Masculino,Rio de Janeiro
,9,24.790404921499423,223.11364429349481,Bebidas,Novo,Outro,Porto Alegre
Fruta,8,42.74879628556316,341.9903702845053,Alimentos,VIP,Feminino,Belo Horizonte
Pão,9,8.704064965763354,78.33658469187019,Higiene,VIP,Outro,São Paulo
Macarrão,4,9.315964759152639,37.263859036610555,Limpeza,Novo,Masculino,Belo Horizonte
Feijão,3,44.584416198060545,133.75324859418163,Bebidas,Novo,Masculino,Curitiba
Pão,,48.633745700209,243.168728501045,Bebidas,Regular,Outro,Belo Horizonte
Feijão,4,21.11725502356848,84.46902009427392,Alimentos,VIP,Outro,Belo Horizonte
Pão,2,21.636419969867383,43.272839939734766,Bebidas,Novo,Outro,Porto Alegre
Pão,7,,312.6915701830842,Bebidas,Novo,Outro,Porto Alegre
Legumes,4,1.4818251710923782,5.927300684369513,Higiene,VIP,Feminino,São Paulo
Leite,4,41.61177316027563,166.44709264110253,Bebidas,VIP,Outro,Curitiba
Fruta,,7.594757428390292,7.594757428390292,Alimentos,VIP,Outro,São Paulo
Pão,3,18.341043313744436,55.02312994123331,Limpeza,Regular,Outro,São Paulo
Óleo,6,,94.5872812047851,Bebidas,Regular,Outro,Belo Horizonte
Macarrão,,2.283071251337992,2.283071251337992,Limpeza,Novo,Masculino,Curitiba
Legumes,6,,98.12966562486231,Limpeza,VIP,Feminino,Curitiba
,9,1.8759783465105557,16.883805118595003,Alimentos,Regular,Feminino,Porto Alegre
Arroz,7,4.9350125966139995,34.545088176297995,Limpeza,Regular,Feminino,Curitiba
Feijão,,8.75360339764267,26.260810192928012,Higiene,Novo,Feminino,Porto Alegre
Açúcar,8,25.961939261500106,207.69551409200085,Alimentos,Novo,Outro,São Paulo
Sal,5,19.95577421790609,99.77887108953044,Alimentos,Regular,Masculino,São Paulo
Legumes,1,,5.806082760612333,Higiene,Novo,Masculino,São Paulo
Legumes,4,,42.960149949659005,Higiene,VIP,Masculino,Porto Alegre
,4,40.178976893457694,160.71590757383078,Limpeza,Novo,Outro,Rio de Janeiro
Óleo,8,46.146516490382716,369.1721319230617,Limpeza,Regular,Masculino,Belo Horizonte
Pão,7,40.05063497705769,280.3544448394038,Bebidas,Regular,Outro,Rio de Janeiro
Açúcar,,5.109489322010325,45.985403898092926,Bebidas,Regular,Masculino,São Paulo
Pão,8,34.82268689672147,278.58149517377177,Higiene,VIP,Masculino,Rio de Janeiro
Óleo,,12.905872843991466,77.43523706394879,Alimentos,VIP,Outro,Curitiba
,6,7.785458667772643,46.71275200663585,Higiene,Regular,Feminino,Belo Horizonte
,9,3.632452262772656,32.692070364953906,Limpeza,Novo,Outro,São Paulo
Leite,5,12.051696491153479,60.25848245576739,Alimentos,VIP,Masculino,Porto Alegre
Leite,,28.31216147144045,56.6243229428809,Higiene,Regular,Masculino,Belo Horizonte
Macarrão,9,9.556377929725565,86.0074013675301,Bebidas,VIP,Outro,Rio de Janeiro
Feijão,,37.30401136090887,223.82406816545324,Higiene,VIP,Outro,Porto Alegre
Fruta,2,2.8169280767415854,5.633856153483171,Higiene,VIP,Outro,Porto Alegre
Macarrão,4,15.793358716363404,63.173434865453615,Alimentos,Novo,Outro,Porto Alegre
Feijão,9,42.07591139787758,378.68320258089824,Bebidas,Regular,Feminino,Curitiba
,6,24.700717051365984,148.2043023081959,Higiene,Novo,Masculino,Curitiba
Óleo,5,27.427296831583995,137.13648415791997,Limpeza,VIP,Masculino,Curitiba
Arroz,6,26.40281538380062,158.41689230280372,Bebidas,Regular,Feminino,Rio de Janeiro
Feijão,9,,325.3120834165712,Bebidas,Novo,Outro,Belo Horizonte
,5,,222.26017557456305,Alimentos,Novo,Outro,Curitiba
Macarrão,8,42.023133741577155,336.18506993261724,Alimentos,VIP,Feminino,Porto Alegre
Açúcar,4,33.58924251275729,134.35697005102915,Limpeza,Regular,Feminino,São Paulo
Macarrão,3,19.153994284683566,57.4619828540507,Limpeza,Novo,Feminino,Curitiba
Fruta,4,48.465379220278244,193.86151688111298,Bebidas,VIP,Feminino,Belo Horizonte
Leite,8,41.779069052020816,334.2325524161665,Limpeza,VIP,Feminino,Rio de Janeiro
Feijão,,37.888464359997045,189.44232179998522,Limpeza,VIP,Outro,São Paulo
Fruta,6,29.247906147933858,175.48743688760314,Limpeza,Regular,Feminino,Rio de Janeiro
Arroz,2,34.5939926207207,69.1879852414414,Alimentos,VIP,Masculino,Rio de Janeiro
Pão,3,8.661564137833135,25.984692413499406,Bebidas,Novo,Masculino,Rio de Janeiro
Legumes,7,,180.41329468089432,Higiene,Regular,Outro,Belo Horizonte
Arroz,2,35.47734782157549,70.95469564315098,Limpeza,Regular,Outro,Curitiba
Açúcar,2,,84.2348419010262,Bebidas,VIP,Masculino,Rio de Janeiro
Macarrão,1,,23.492248282706903,Limpeza,VIP,Masculino,Rio de Janeiro
,1,19.357823255558756,19.357823255558756,Higiene,VIP,Feminino,Rio de Janeiro
Feijão,6,25.186499238678756,151.11899543207255,Higiene,Novo,Outro,Porto Alegre
Fruta,8,48.3432876080203,386.7463008641624,Limpeza,Novo,Outro,Belo Horizonte
Pão,,14.759929107563572,88.55957464538143,Limpeza,Novo,Masculino,Curitiba
Macarrão,5,6.770790845109384,33.85395422554692,Limpeza,VIP,Masculino,Porto Alegre
,4,37.79943217416226,151.19772869664905,Limpeza,Novo,Feminino,Curitiba
Fruta,4,14.969293873467887,59.87717549387155,Bebidas,Novo,Feminino,Belo Horizonte
Açúcar,4,7.045395340212911,28.181581360851645,Higiene,VIP,Masculino,Porto Alegre
Sal,7,33.8595073894827,237.0165517263789,Bebidas,VIP,Masculino,São Paulo
Açúcar,2,26.716181676388437,53.432363352776875,Alimentos,Regular,Masculino,Rio de Janeiro
Fruta,4,36.0081075443702,144.0324301774808,Higiene,Regular,Feminino,Rio de Janeiro
Arroz,1,1.123529352933518,1.123529352933518,Limpeza,Novo,Masculino,Belo Horizonte
Pão,1,,1.9250676281750723,Alimentos,Novo,Feminino,Porto Alegre
Fruta,4,42.613158013274465,170.45263205309786,Higiene,VIP,Feminino,Porto Alegre
Legumes,8,9.672644761192117,77.38115808953694,Limpeza,Regular,Masculino,Curitiba
Macarrão,6,42.62264901491364,255.73589408948186,Alimentos,Novo,Masculino,Curitiba
Feijão,5,,117.33974495063725,Limpeza,VIP,Feminino,Porto Alegre
,9,,402.41302144173517,Limpeza,VIP,Feminino,Belo Horizonte
Macarrão,,9.492964813199798,9.492964813199798,Higiene,Regular,Masculino,Rio de Janeiro
Óleo,3,,147.41144989108653,Limpeza,Novo,Outro,São Paulo
Fruta,,17.912530977790784,107.47518586674471,Limpeza,Novo,Outro,Porto Alegre
Sal,2,24.85275179247052,49.70550358494104,Alimentos,Novo,Outro,Rio de Janeiro
Leite,,6.317326147237382,37.90395688342429,Alimentos,Novo,Masculino,Belo Horizonte
Feijão,2,4.551297979381394,9.102595958762787,Alimentos,Regular,Masculino,Curitiba
Pão,6,17.392039477678644,104.35223686607186,Limpeza,Regular,Masculino,Curitiba
Arroz,4,,184.47139764305095,Limpeza,Novo,Feminino,Curitiba
Fruta,4,38.002352137525016,152.00940855010006,Alimentos,VIP,Feminino,Porto Alegre
Açúcar,,12.566856375597123,25.133712751194246,Bebidas,Regular,Feminino,Porto Alegre
Leite,,42.43599029410421,42.43599029410421,Alimentos,Regular,Feminino,Porto Alegre
,9,,387.40365553075156,Higiene,VIP,Outro,Curitiba
Açúcar,9,31.637186898609073,284.73468208748164,Alimentos,Regular,Outro,Curitiba
Fruta,8,23.580102758519967,188.64082206815974,Limpeza,Regular,Feminino,Rio de Janeiro
Macarrão,,46.131263859246125,415.18137473321514,Alimentos,Regular,Outro,Rio de Janeiro
Macarrão,8,29.519790486466512,236.1583238917321,Limpeza,VIP,Feminino,São Paulo
Feijão,8,11.2359625356481,89.8877002851848,Bebidas,Novo,Masculino,Belo Horizonte
Arroz,3,11.464348753483286,34.39304626044986,Limpeza,Novo,Outro,Rio de Janeiro
,8,38.493089383706156,307.94471506964925,Limpeza,VIP,Masculino,Belo Horizonte
Macarrão,7,,287.5123045519958,Higiene,Regular,Outro,São Paulo
Legumes,9,11.316405679054048,101.84765111148643,Higiene,VIP,Masculino,São Paulo
Feijão,3,,111.18431785874253,Higiene,Novo,Masculino,Rio de Janeiro
Arroz,7,45.04349895230871,315.30449266616097,Alimentos,Novo,Outro,Porto Alegre
Açúcar,3,25.035390174872216,75.10617052461664,Limpeza,Regular,Outro,Belo Horizonte
,2,4.324347778020096,8.648695556040192,Alimentos,Novo,Feminino,Belo Horizonte
Feijão,6,27.114118737369637,162.68471242421782,Higiene,VIP,Masculino,Porto Alegre
Fruta,9,8.517269161183735,76.65542245065362,Higiene,VIP,Outro,São Paulo
Macarrão,3,,70.59029812635242,Higiene,Novo,Outro,Belo Horizonte
Feijão,4,37.75960736666318,151.03842946665273,Bebidas,Novo,Outro,Curitiba
Leite,,31.51719108361094,220.62033758527656,Higiene,Regular,Feminino,Rio de Janeiro
Fruta,9,9.32583413962544,83.93250725662897,Alimentos,Novo,Outro,Belo Horizonte
Arroz,,7.077878337394505,21.233635012183516,Higiene,Novo,Outro,Belo Horizonte
Fruta,8,43.991767331556204,351.93413865244963,Higiene,Novo,Outro,Porto Alegre
Legumes,1,42.35106149744635,42.35106149744635,Bebidas,Regular,Outro,Belo Horizonte
,9,,329.4495252854746,Bebidas,Novo,Masculino,Curitiba
Leite,1,22.529924748681882,22.529924748681882,Bebidas,VIP,Outro,Belo Horizonte
Óleo,3,49.68569581888357,149.05708745665072,Higiene,Regular,Feminino,Rio de Janeiro
Macarrão,5,14.598645328292838,72.99322664146419,Higiene,Novo,Masculino,Porto Alegre
,7,13.74147989286388,96.19035925004717,Limpeza,VIP,Outro,São Paulo
Legumes,,34.35467954279149,171.77339771395742,Higiene,Regular,Feminino,Rio de Janeiro
Pão,4,1.775642546975078,7.102570187900312,Bebidas,Novo,Feminino,São Paulo
Arroz,,16.022694891989158,64.09077956795663,Bebidas,VIP,Feminino,Porto Alegre
Óleo,7,,92.44047486404455,Higiene,Regular,Outro,Rio de Janeiro
Legumes,7,38.745171815873235,271.21620271111266,Alimentos,VIP,Masculino,Porto Alegre
Fruta,6,34.26607076829755,205.59642460978532,Higiene,Regular,Masculino,Rio de Janeiro
Legumes,3,43.19680889343379,129.59042668030136,Bebidas,Regular,Masculino,Porto Alegre
Feijão,3,27.646151076511448,82.93845322953435,Higiene,Regular,Masculino,São Paulo
Pão,6,23.253863759183634,139.5231825551018,Higiene,Regular,Feminino,São Paulo
Sal,,11.154658946638081,55.773294733190404,Bebidas,Novo,Masculino,São Paulo
Macarrão,5,,82.43883486061101,Limpeza,Novo,Masculino,Curitiba
Legumes,2,,15.719544425050769,Limpeza,Novo,Outro,Porto Alegre
Feijão,7,,243.71872018265205,Higiene,VIP,Masculino,Porto Alegre
Sal,6,29.995846495046138,179.97507897027683,Bebidas,VIP,Masculino,São Paulo
,6,,74.19693232420255,Alimentos,VIP,Outro,Belo Horizonte
,1,22.274321261727152,22.274321261727152,Higiene,Regular,Outro,São Paulo
,8,40.363678570729064,322.9094285658325,Bebidas,Novo,Outro,São Paulo
Macarrão,7,31.577267182511548,221.04087027758084,Higiene,Regular,Outro,Belo Horizonte
,5,9.41550984230757,47.07754921153785,Bebidas,VIP,Feminino,Rio de Janeiro
Óleo,5,,173.91458544740004,Bebidas,Novo,Feminino,Belo Horizonte
Pão,,26.210564453536243,183.4739511747537,Alimentos,VIP,Feminino,Rio de Janeiro
Fruta,5,18.006961626611538,90.0348081330577,Bebidas,Novo,Feminino,Curitiba
Feijão,8,7.02855667564189,56.22845340513512,Alimentos,VIP,Masculino,Curitiba
Feijão,7,1.7560265199232354,12.292185639462648,Alimentos,VIP,Feminino,Belo Horizonte
Óleo,2,36.79290139836402,73.58580279672805,Alimentos,Regular,Feminino,Rio de Janeiro
Leite,9,28.55059779498482,256.9553801548634,Limpeza,VIP,Outro,São Paulo
Óleo,7,34.50348899229269,241.52442294604882,Higiene,Novo,Outro,Curitiba
Óleo,2,36.37337205876222,72.74674411752444,Alimentos,VIP,Masculino,São Paulo
,,32.50945276913093,97.52835830739279,Limpeza,Novo,Feminino,Porto Alegre
Fruta,5,49.438919629224884,247.1945981461244,Alimentos,Novo,Feminino,Belo Horizonte
Feijão,7,26.950813219388014,188.6556925357161,Alimentos,Regular,Feminino,Rio de Janeiro
